match,Name,overs,runs,wickets,Econ,zero,four,six,wide,noball
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Arshad Khan,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Trent Boult,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Sandeep Sharma,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Ravichandran Ashwin,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Yuzvendra Chahal,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Jason Holder,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",Kuldeep Sen,,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,3,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,4,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,4,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,4,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,2,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,3,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,4,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,4,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,4,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,3,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,3.3,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,1,,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,31,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,35,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,51,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,34,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,14,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,39,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,43,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,35,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,27,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,32,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,55,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,20,,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,0,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,1,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,1,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,2,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,0,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,3,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,1,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,1,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,2,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,0,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,0,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,0,,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,10.33,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,8.75,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,12.75,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,8.5,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,7,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,13,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,10.75,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,8.75,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,6.75,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,10.66,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,15.71,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,20,,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,10,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,16,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,7,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,11,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,6,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,5,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,8,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,5,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,8,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,5,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,4,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,2,,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,2,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,2,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,9,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,2,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,1,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,4,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,7,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,3,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,0,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,3,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,5,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,3,,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,2,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,3,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,1,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,3,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,1,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,2,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,0,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,1,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,2,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,2,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,4,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,1,,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,4,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,3,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,2,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,0,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,0,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,3,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,2,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,2,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,1,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,0,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,2,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,0,
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,1
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,0
"42nd Match (N), Wankhede, April 30, 2023, Indian Premier League",,,,,,,,,,1
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Arshdeep Singh,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Kagiso Rabada,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Sam Curran,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Rahul Chahar,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Sikandar Raza,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Liam Livingstone,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Akash Singh,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Tushar Deshpande,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Maheesh Theekshana,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Ravindra Jadeja,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Moeen Ali,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",Matheesha Pathirana,,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,3,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,1,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,3,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,1,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,4,,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,37,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,34,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,46,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,35,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,31,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,16,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,35,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,49,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,36,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,32,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,10,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,32,,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,1,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,0,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,1,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,1,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,1,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,0,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,0,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,3,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,0,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,2,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,0,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,1,,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,9.25,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,8.5,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,11.5,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,8.75,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,10.33,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,16,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,11.66,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,12.25,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,9,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,8,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,10,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,8,,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,8,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,8,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,7,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,7,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,6,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,0,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,4,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,10,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,5,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,8,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,2,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,6,,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,5,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,4,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,5,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,2,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,4,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,3,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,3,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,3,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,4,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,1,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,0,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,2,,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,0,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,1,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,2,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,2,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,1,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,0,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,2,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,4,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,0,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,2,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,1,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,0,,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,3,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,1,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,3,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,0,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,0,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,0,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,1,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,2,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,1,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,0,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,0,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,1,
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
"41st Match (D/N), Chennai, April 30, 2023, Indian Premier League",,,,,,,,,,0
,,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Mohammed Shami,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Hardik Pandya,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Rashid Khan,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Josh Little,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Noor Ahmad,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Mohit Sharma,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Harshit Rana,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Andre Russell,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Varun Chakravarthy,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Suyash Sharma,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Sunil Narine,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",Nitish Rana,,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,4,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,3,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,4,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,4,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,4,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,1,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,3,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,3,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,4,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,4,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,3,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,0.5,,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,33,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,34,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,54,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,25,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,21,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,12,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,25,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,29,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,42,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,37,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,24,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,14,,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,3,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,0,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,0,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,2,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,2,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,0,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,1,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,1,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,0,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,0,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,1,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,0,,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,8.25,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,11.33,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,13.5,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,6.25,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,5.25,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,12,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,8.33,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,9.66,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,10.5,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,9.25,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,8,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,16.8,,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,12,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,9,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,3,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,12,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,12,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,1,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,6,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,6,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,7,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,7,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,3,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,0,,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,3,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,3,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,3,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,2,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,1,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,0,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,4,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,3,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,3,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,3,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,1,,,
"39th Match (D/N), Eden Gardens, April 29, 2023, Indian Premier League",,,,,,,1,,,
